REGION,STATE,CITY,POPULATION
South,Georgia,"Monticello, GA",2657
Midwest,Missouri,"Mountain View, MO",2655
South,Georgia,"Reidsville, GA",2654
South,Kentucky,"Stanton, KY",2654
Midwest,Missouri,"Montgomery City, MO",2654
Midwest,Iowa,"Eldora, IA",2653
Midwest,Iowa,"Missouri Valley, IA",2649
Midwest,Kansas,"St. Marys, KS",2645
Midwest,North Dakota,"Stanley, ND",2645
Mountain,Idaho,"Homedale, ID",2643
South,Oklahoma,"Wilburton, OK",2642
Pacific,Washington,"Chewelah, WA",2637
Midwest,Minnesota,"Foley, MN",2634
South,Kentucky,"Cadiz, KY",2633
South,Arkansas,"Hoxie, AR",2632
Midwest,Wisconsin,"Mondovi, WI",2632
Midwest,Iowa,"Fairfax, IA",2631
Midwest,Minnesota,"Sandstone, MN",2631
South,Alabama,"Jemison, AL",2627
Midwest,Missouri,"Potosi, MO",2627
South,Texas,"Glen Rose, TX",2627
Midwest,Iowa,"Solon, IA",2626
South,Texas,"Tahoka, TX",2624
South,Texas,"Ferris, TX",2622
Midwest,Missouri,"Green Park, MO",2620
South,Texas,"Seymour, TX",2620
Midwest,Illinois,"Trenton, IL",2619
South,Oklahoma,"Fairview, OK",2617
South,Texas,"Hallettsville, TX",2616
Midwest,Missouri,"Clarkson Valley, MO",2613
Midwest,Iowa,"Sibley, IA",2611
South,Alabama,"Indian Springs Village, AL",2606
Midwest,Michigan,"Hartford, MI",2605
Mountain,Idaho,"Bonners Ferry, ID",2603
South,Maryland,"Crisfield, MD",2602
South,South Carolina,"Wellford, SC",2601
South,Arkansas,"Dermott, AR",2597
Midwest,Wisconsin,"Spooner, WI",2597
South,West Virginia,"Petersburg, WV",2593
South,Alabama,"Hartford, AL",2592
Midwest,Missouri,"Owensville, MO",2589
South,West Virginia,"Wellsburg, WV",2589
South,Arkansas,"West Fork, AR",2587
Midwest,Iowa,"Madrid, IA",2587
Midwest,Minnesota,"Barnesville, MN",2583
Mountain,New Mexico,"Ruidoso Downs, NM",2583
South,Texas,"George West, TX",2581
South,Georgia,"Royston, GA",2576
Pacific,California,"Sutter Creek, CA",2575
South,Texas,"Premont, TX",2572
Pacific,Washington,"Okanogan, WA",2571
South,Florida,"Eagle Lake, FL",2570
Midwest,Nebraska,"Ashland, NE",2570
Midwest,Kansas,"Sabetha, KS",2569
South,Kentucky,"Eminence, KY",2569
South,Kentucky,"Russell Springs, KY",2569
South,Alabama,"Abbeville, AL",2567
South,Kentucky,"Eddyville, KY",2567
Midwest,South Dakota,"Summerset, SD",2566
Midwest,Michigan,"Vassar, MI",2562
South,Texas,"Escobares, TX",2562
South,Mississippi,"Okolona, MS",2560
Midwest,Kansas,"Hoisington, KS",2559
South,South Carolina,"Landrum, SC",2559
Northeast,Vermont,"Vergennes, VT",2558
South,Texas,"Lyford, TX",2555
Pacific,Washington,"Bridgeport, WA",2555
Midwest,Kansas,"Burlington, KS",2553
Midwest,Missouri,"Oronogo, MO",2553
Pacific,Washington,"White Salmon, WA",2552
Midwest,Iowa,"Center Point, IA",2551
Mountain,Utah,"Salina, UT",2551
Midwest,Iowa,"Rock Rapids, IA",2549
Midwest,Iowa,"Kalona, IA",2544
Pacific,California,"Alturas, CA",2540
South,Georgia,"Donalsonville, GA",2539
Midwest,Minnesota,"Rockville, MN",2539
South,Mississippi,"Macon, MS",2537
Midwest,Michigan,"Sandusky, MI",2535
South,Texas,"Shallowater, TX",2535
Pacific,Oregon,"Myrtle Point, OR",2530
Midwest,Indiana,"Covington, IN",2529
South,Texas,"Quanah, TX",2529
Midwest,Minnesota,"Lauderdale, MN",2528
Midwest,North Dakota,"New Town, ND",2528
South,Oklahoma,"Jay, OK",2528
Mountain,Utah,"Garland, UT",2528
Midwest,Minnesota,"Glenwood, MN",2527
South,Georgia,"Pembroke, GA",2526
Mountain,Idaho,"Montpelier, ID",2526
Midwest,Kansas,"Clearwater, KS",2524
South,South Carolina,"Westminster, SC",2523
Mountain,Utah,"Fillmore, UT",2522
South,Kentucky,"Calvert City, KY",2521
South,Alabama,"Bayou La Batre, AL",2512
Midwest,Kansas,"Phillipsburg, KS",2512
Midwest,Michigan,"Clio, MI",2509
Midwest,Kansas,"South Hutchinson, KS",2507
Midwest,Wisconsin,"New Lisbon, WI",2507
Northeast,New Jersey,"Beverly, NJ",2504
South,Florida,"Carrabelle, FL",2503
Midwest,Illinois,"Galva, IL",2503
South,Arkansas,"Marked Tree, AR",2501
South,Texas,"Overton, TX",2498
Midwest,Minnesota,"Paynesville, MN",2494
Mountain,Montana,"Conrad, MT",2494
Midwest,Michigan,"Charlevoix, MI",2493
Midwest,Minnesota,"Lake Crystal, MN",2493
Midwest,North Dakota,"Casselton, ND",2493
Midwest,Iowa,"Hawarden, IA",2491
South,Texas,"Nixon, TX",2490
South,Arkansas,"Clinton, AR",2486
Pacific,Washington,"Dayton, WA",2485
Midwest,Illinois,"Carthage, IL",2483
South,Texas,"Blue Mound, TX",2482
Midwest,Wisconsin,"Fennimore, WI",2482
Midwest,Minnesota,"Wabasha, MN",2481
South,Mississippi,"Collins, MS",2481
South,Oklahoma,"Nicoma Park, OK",2481
Midwest,Wisconsin,"Mineral Point, WI",2481
South,Tennessee,"Bells, TN",2478
South,Kentucky,"Windy Hills, KY",2477
South,Texas,"Winters, TX",2474
Midwest,Minnesota,"Le Center, MN",2473
South,Arkansas,"Mayflower, AR",2471
Midwest,Michigan,"Pleasant Ridge, MI",2467
Midwest,Illinois,"Villa Grove, IL",2466
Midwest,Minnesota,"Pelican Rapids, MN",2466
Mountain,New Mexico,"Lordsburg, NM",2464
South,Arkansas,"Charleston, AR",2463
South,Arkansas,"Lincoln, AR",2463
South,Arkansas,"Huntsville, AR",2456
South,Texas,"Ranger, TX",2456
Midwest,Michigan,"Orchard Lake Village, MI",2455
South,Florida,"Blountstown, FL",2454
South,Georgia,"Sylvania, GA",2452
South,Arkansas,"Lake City, AR",2451
Midwest,Iowa,"Marengo, IA",2451
South,Texas,"Junction, TX",2448
South,West Virginia,"Chester, WV",2448
South,West Virginia,"Hinton, WV",2448
South,Kentucky,"Mount Vernon, KY",2446
South,Arkansas,"Lavaca, AR",2444
Mountain,Idaho,"St. Maries, ID",2443
South,Mississippi,"Hollandale, MS",2443
Midwest,Illinois,"Carrollton, IL",2441
Midwest,Iowa,"Belle Plaine, IA",2441
South,Kentucky,"Anchorage, KY",2435
Midwest,Missouri,"Monroe City, MO",2435
South,Mississippi,"Mendenhall, MS",2433
Midwest,Missouri,"Versailles, MO",2432
Midwest,Wisconsin,"Nekoosa, WI",2429
South,Kentucky,"Morgantown, KY",2428
Midwest,Missouri,"Forsyth, MO",2426
South,West Virginia,"Paden City, WV",2424
Midwest,Minnesota,"Spring Valley, MN",2421
South,Oklahoma,"Walters, OK",2421
South,Arkansas,"Danville, AR",2420
South,Texas,"Odem, TX",2420
South,West Virginia,"White Sulphur Springs, WV",2420
South,Oklahoma,"Commerce, OK",2416
Midwest,Wisconsin,"Neillsville, WI",2416
South,Texas,"Daingerfield, TX",2413
South,Kentucky,"Louisa, KY",2412
South,Oklahoma,"Prague, OK",2412
South,Kentucky,"Cave City, KY",2411
South,Texas,"Shepherd, TX",2410
South,Texas,"Olmos Park, TX",2409
Midwest,Indiana,"Oakland City, IN",2405
Midwest,South Dakota,"Sisseton, SD",2402
Midwest,Kansas,"Eureka, KS",2401
South,Georgia,"Homerville, GA",2400
Midwest,Missouri,"Strafford, MO",2399
South,Florida,"Monticello, FL",2395
Midwest,Missouri,"Lawson, MO",2394
Midwest,Iowa,"West Branch, IA",2393
Midwest,Missouri,"Moline Acres, MO",2390
Mountain,Idaho,"Dalton Gardens, ID",2389
Midwest,South Dakota,"Chamberlain, SD",2389
Midwest,Minnesota,"St. Bonifacius, MN",2388
South,Texas,"Dalworthington Gardens, TX",2387
South,Texas,"Newton, TX",2387
South,Alabama,"East Brewton, AL",2386
Midwest,South Dakota,"Lennox, SD",2386
Midwest,Michigan,"Reed City, MI",2385
Midwest,Missouri,"Seneca, MO",2383
South,Tennessee,"Decherd, TN",2382
Midwest,Minnesota,"Breezy Point, MN",2381
South,Arkansas,"Bono, AR",2379
South,Texas,"Anahuac, TX",2376
Midwest,Missouri,"Concordia, MO",2373
Midwest,Illinois,"White Hall, IL",2372
Midwest,North Dakota,"Hazen, ND",2372
South,Alabama,"Sumiton, AL",2368
Mountain,Colorado,"Wray, CO",2367
Northeast,Maine,"Hallowell, ME",2365
South,Mississippi,"Durant, MS",2365
Midwest,Wisconsin,"Darlington, WI",2363
Mountain,Idaho,"Bellevue, ID",2362
Midwest,Nebraska,"Kimball, NE",2361
Pacific,Alaska,"Dillingham, AK",2360
South,Florida,"Freeport, FL",2360
South,Kentucky,"Horse Cave, KY",2359
Midwest,Nebraska,"Madison, NE",2359
South,Georgia,"East Dublin, GA",2355
Midwest,Iowa,"Hudson, IA",2354
South,Kentucky,"Raceland, KY",2354
South,Alabama,"Henagar, AL",2353
South,Tennessee,"Maynardville, TN",2353
Midwest,Michigan,"Montague, MI",2351
Midwest,Minnesota,"Olivia, MN",2350
South,Kentucky,"Irvine, KY",2348
Pacific,Alaska,"Houston, AK",2347
South,Arkansas,"Harrisburg, AR",2347
Midwest,Iowa,"West Union, IA",2346
Midwest,Illinois,"Amboy, IL",2344
Midwest,Minnesota,"Crosby, MN",2344
Midwest,Michigan,"East Jordan, MI",2343
Pacific,Washington,"Brewster, WA",2343
Midwest,Nebraska,"St. Paul, NE",2342
Midwest,Missouri,"Canton, MO",2340
Midwest,Missouri,"Hermann, MO",2340
South,Tennessee,"Waynesboro, TN",2337
South,Alabama,"Aliceville, AL",2335
South,Texas,"East Bernard, TX",2335
South,Texas,"Hudson Oaks, TX",2335
South,Texas,"Panorama Village, TX",2334
Midwest,South Dakota,"Flandreau, SD",2333
Midwest,Kansas,"Herington, KS",2332
South,Arkansas,"Lake Village, AR",2328
Midwest,Michigan,"St. Ignace, MI",2326
Mountain,Utah,"Monroe, UT",2326
Mountain,Nevada,"Carlin, NV",2324
Midwest,Missouri,"Kimberling City, MO",2323
South,Texas,"Arcola, TX",2323
South,Kentucky,"Hardinsburg, KY",2322
South,Mississippi,"Purvis, MS",2322
South,Arkansas,"Elm Springs, AR",2320
South,South Carolina,"Inman, SC",2320
South,Tennessee,"Parsons, TN",2320
Mountain,Idaho,"Spirit Lake, ID",2318
South,Oklahoma,"Antlers, OK",2318
Midwest,Iowa,"Belmond, IA",2317
Midwest,Kansas,"Neodesha, KS",2315
South,Alabama,"Greensboro, AL",2314
Midwest,Indiana,"Dunkirk, IN",2314
South,Alabama,"Bridgeport, AL",2312
Mountain,Montana,"Colstrip, MT",2311
South,Texas,"Anson, TX",2310
South,Texas,"Idalou, TX",2310
Midwest,Iowa,"Hull, IA",2309
Midwest,Indiana,"Petersburg, IN",2307
Midwest,Minnesota,"Excelsior, MN",2307
South,Alabama,"Good Hope, AL",2305
South,Arkansas,"Wrightsville, AR",2304
Midwest,Michigan,"Bronson, MI",2304
Midwest,Iowa,"Mitchellville, IA",2303
South,Texas,"Malakoff, TX",2302
Midwest,Wisconsin,"Hayward, WI",2302
Pacific,Washington,"Gold Bar, WA",2301
Midwest,Minnesota,"Pequot Lakes, MN",2300
South,Florida,"Apalachicola, FL",2296
Midwest,Missouri,"St. Paul, MO",2295
Midwest,South Dakota,"Redfield, SD",2295
South,Alabama,"Riverside, AL",2294
South,Kentucky,"Junction City, KY",2294
Pacific,Oregon,"Rogue River, OR",2294
South,Alabama,"Ashville, AL",2291
South,Texas,"Tool, TX",2291
Midwest,Minnesota,"Winsted, MN",2289
Midwest,Michigan,"Croswell, MI",2288
Midwest,Missouri,"Wellston, MO",2286
Mountain,Montana,"Red Lodge, MT",2286
Midwest,Iowa,"Cascade, IA",2285
Pacific,California,"Westmorland, CA",2284
Pacific,Washington,"Mabton, WA",2284
South,Mississippi,"Magnolia, MS",2283
Mountain,Idaho,"Iona, ID",2282
Pacific,Oregon,"Gold Beach, OR",2282
Midwest,Illinois,"Cairo, IL",2281
South,Alabama,"York, AL",2280
Midwest,Illinois,"Altamont, IL",2280
Midwest,Illinois,"Farmington, IL",2280
South,Kentucky,"Tompkinsville, KY",2277
South,Alabama,"Guin, AL",2274
Midwest,Illinois,"Henry, IL",2273
Midwest,Iowa,"La Porte City, IA",2272
Midwest,Nebraska,"Valley, NE",2271
Midwest,Kansas,"Fredonia, KS",2270
Midwest,Missouri,"Plattsburg, MO",2269
Midwest,Iowa,"Lamoni, IA",2267
Midwest,Wisconsin,"Abbotsford, WI",2265
South,Alabama,"Lineville, AL",2263
Midwest,Minnesota,"Janesville, MN",2259
South,Georgia,"Mount Vernon, GA",2258
South,Georgia,"Claxton, GA",2257
Midwest,North Dakota,"Bottineau, ND",2255
Midwest,Wisconsin,"Park Falls, WI",2254
Midwest,Minnesota,"Crosslake, MN",2251
South,Georgia,"Clayton, GA",2250
Midwest,Wisconsin,"Westby, WI",2248
South,Arkansas,"Earle, AR",2244
South,Georgia,"Louisville, GA",2241
Pacific,Oregon,"Vernonia, OR",2240
Midwest,Iowa,"Lisbon, IA",2239
Midwest,Minnesota,"Madelia, MN",2239
Midwest,Michigan,"Bridgman, MI",2238
South,Texas,"Mason, TX",2238
Midwest,Missouri,"Holden, MO",2235
South,Georgia,"Oxford, GA",2234
Pacific,Washington,"Castle Rock, WA",2234
South,Georgia,"Trenton, GA",2233
Midwest,Michigan,"Hudson, MI",2231
Midwest,Iowa,"Ely, IA",2230
Midwest,Kansas,"Sterling, KS",2230
Midwest,Minnesota,"Gaylord, MN",2223
Midwest,Nebraska,"Hickman, NE",2221
South,Oklahoma,"Newkirk, OK",2220
South,Tennessee,"South Fulton, TN",2220
South,Kentucky,"Dry Ridge, KY",2219
Midwest,Illinois,"Petersburg, IL",2218
South,Oklahoma,"Wynnewood, OK",2217
Mountain,Colorado,"Holyoke, CO",2215
South,Tennessee,"Jellico, TN",2215
Midwest,Illinois,"Polo, IL",2213
Midwest,Michigan,"Jonesville, MI",2212
South,Mississippi,"Lumberton, MS",2211
South,Georgia,"Ludowici, GA",2210
South,Mississippi,"Raymond, MS",2210
South,Arkansas,"Fairfield Bay, AR",2207
Mountain,Colorado,"Las Animas, CO",2207
Midwest,Illinois,"Lewistown, IL",2207
South,Kentucky,"Fulton, KY",2207
South,Tennessee,"Dyer, TN",2206
Midwest,Kansas,"Lakin, KS",2205
Midwest,Michigan,"Munising, MI",2205
Pacific,Washington,"Royal City, WA",2205
Pacific,Oregon,"Willamina, OR",2200
South,Florida,"Graceville, FL",2199
Pacific,Oregon,"Waldport, OR",2198
Midwest,Minnesota,"Wells, MN",2195
Midwest,Missouri,"Marionville, MO",2191
Midwest,Kansas,"Cimarron, KS",2190
Midwest,Minnesota,"Hawley, MN",2190
Pacific,Oregon,"Union, OR",2188
Pacific,Alaska,"Cordova, AK",2187
Midwest,Wisconsin,"Schofield, WI",2186
Mountain,New Mexico,"Bayard, NM",2185
South,Texas,"Waskom, TX",2184
South,Texas,"Weimar, TX",2184
South,Arkansas,"Carlisle, AR",2182
Midwest,Illinois,"Mason City, IL",2181
South,Florida,"Chiefland, FL",2180
Midwest,Kansas,"Cherryvale, KS",2180
South,Kentucky,"Hickman, KY",2180
South,Texas,"De Leon, TX",2178
Midwest,Missouri,"Warsaw, MO",2177
South,Texas,"Combine, TX",2177
South,Mississippi,"Moorhead, MS",2176
Mountain,Utah,"Kamas, UT",2176
Midwest,Iowa,"Bellevue, IA",2175
Midwest,Kansas,"Cheney, KS",2170
Midwest,Indiana,"Rockport, IN",2169
Midwest,Michigan,"Morenci, MI",2166
Midwest,Iowa,"Toledo, IA",2164
Pacific,Washington,"Carnation, WA",2164
South,Georgia,"Lavonia, GA",2161
Midwest,Illinois,"Oakbrook Terrace, IL",2161
South,Texas,"Shiner, TX",2161
Pacific,Oregon,"North Plains, OR",2159
South,Alabama,"Lipscomb, AL",2153
Midwest,Minnesota,"Arlington, MN",2153
South,Mississippi,"Quitman, MS",2151
South,Oklahoma,"Lexington, OK",2151
Midwest,South Dakota,"Fort Pierre, SD",2150
Midwest,Wisconsin,"Chetek, WI",2150
Midwest,Missouri,"Thayer, MO",2148
Pacific,Oregon,"Carlton, OR",2147
Midwest,Indiana,"Rising Sun, IN",2146
Mountain,Idaho,"Victor, ID",2145
Midwest,Indiana,"Jasonville, IN",2145
Midwest,Illinois,"Nokomis, IL",2140
Pacific,Washington,"Newport, WA",2140
Midwest,Wisconsin,"Wautoma, WI",2140
South,Arkansas,"Gassville, AR",2136
Midwest,Missouri,"Marceline, MO",2136
South,Oklahoma,"Pawnee, OK",2136
South,Florida,"Atlantis, FL",2133
Midwest,Kansas,"Anthony, KS",2132
South,Texas,"Wellington, TX",2129
South,West Virginia,"Shinnston, WV",2129
South,Florida,"Oak Hill, FL",2127
South,Arkansas,"Horseshoe Bend, AR",2126
Pacific,California,"Belvedere, CA",2126
Midwest,Minnesota,"Maple Lake, MN",2126
South,Texas,"Huntington, TX",2126
Pacific,Washington,"Rainier, WA",2126
Midwest,Missouri,"Cabool, MO",2123
South,Arkansas,"Glenwood, AR",2122
Midwest,Nebraska,"Geneva, NE",2122
Midwest,Missouri,"Willow Springs, MO",2120
South,Arkansas,"Star City, AR",2119
Midwest,Wisconsin,"Cumberland, WI",2119
Midwest,Iowa,"Rockwell City, IA",2114
South,Kentucky,"Falmouth, KY",2114
South,Kentucky,"Liberty, KY",2113
South,Texas,"Kountze, TX",2113
South,Florida,"Belleair Bluffs, FL",2112
Midwest,Kansas,"Holcomb, KS",2112
South,Texas,"Olton, TX",2112
South,Kentucky,"Elkton, KY",2111
Midwest,Michigan,"Auburn, MI",2111
South,West Virginia,"Spencer, WV",2111
South,Kentucky,"Greensburg, KY",2108
South,Georgia,"Berkeley Lake, GA",2107
Mountain,Idaho,"Malad City, ID",2104
Mountain,Idaho,"Parma, ID",2104
Midwest,Michigan,"Hart, MI",2104
Midwest,Missouri,"Granby, MO",2104
Midwest,Nebraska,"Ord, NE",2103
Pacific,Alaska,"North Pole, AK",2101
South,Texas,"Kirbyville, TX",2100
South,Georgia,"Bowdon, GA",2099
Midwest,Missouri,"Lake Lotawana, MO",2099
South,Texas,"Hale Center, TX",2099
South,Arkansas,"Gurdon, AR",2098
Midwest,Iowa,"Sac City, IA",2098
South,Georgia,"Buena Vista, GA",2096
Midwest,Iowa,"Postville, IA",2096
Midwest,Kansas,"Oakley, KS",2096
Midwest,Michigan,"Perry, MI",2095
Pacific,Oregon,"Turner, OR",2095
South,Tennessee,"Plainview, TN",2095
South,Alabama,"Graysville, AL",2094
South,Georgia,"Lithonia, GA",2094
South,Florida,"Trenton, FL",2093
South,Georgia,"Pearson, GA",2093
South,Tennessee,"Ridgetop, TN",2092
South,Florida,"Wewahitchka, FL",2091
Mountain,Utah,"Helper, UT",2091
Midwest,Missouri,"Houston, MO",2090
Midwest,Minnesota,"Mayer, MN",2089
South,Texas,"Memphis, TX",2089
Midwest,Michigan,"Harrison, MI",2086
Mountain,Montana,"Ronan, MT",2083
South,Tennessee,"Greenfield, TN",2083
Mountain,Idaho,"Kellogg, ID",2081
Pacific,Oregon,"Stanfield, OR",2081
Midwest,Nebraska,"Milford, NE",2080
South,Texas,"Yorktown, TX",2080
Midwest,Missouri,"New Haven, MO",2078
South,Texas,"Stratford, TX",2077
South,Arkansas,"Eureka Springs, AR",2074
Midwest,Michigan,"Galesburg, MI",2073
Midwest,North Dakota,"Lisbon, ND",2073
South,Texas,"Pinehurst, TX",2073
South,Texas,"Jonestown, TX",2071
South,Texas,"Ganado, TX",2070
Mountain,New Mexico,"Jal, NM",2069
Northeast,New Jersey,"Sea Isle City, NJ",2068
Mountain,Montana,"East Helena, MT",2067
Midwest,Iowa,"Ida Grove, IA",2066
Midwest,Iowa,"Colfax, IA",2064
South,Texas,"McCamey, TX",2063
Midwest,Nebraska,"Imperial, NE",2062
Midwest,Michigan,"West Branch, MI",2061
Midwest,Minnesota,"Mountain Lake, MN",2061
Midwest,Illinois,"Elmwood, IL",2059
Midwest,Minnesota,"Tracy, MN",2056
Midwest,Kansas,"Halstead, KS",2054
Midwest,Minnesota,"Howard Lake, MN",2054
South,Kentucky,"Jackson, KY",2052
Midwest,Kansas,"Council Grove, KS",2051
South,Mississippi,"Eupora, MS",2051
South,Texas,"Johnson City, TX",2051
Pacific,Washington,"Westport, WA",2051
Mountain,Utah,"Naples, UT",2048
Midwest,Wisconsin,"Washburn, WI",2048
Midwest,Illinois,"Lexington, IL",2047
Midwest,Wisconsin,"St. Croix Falls, WI",2047
Mountain,Montana,"Townsend, MT",2045
Pacific,Oregon,"Canyonville, OR",2044
South,West Virginia,"Mannington, WV",2043
Midwest,Wisconsin,"Cuba City, WI",2043
South,Texas,"Splendora, TX",2042
South,Georgia,"Ball Ground, GA",2041
Midwest,Kansas,"Seneca, KS",2039
Midwest,Minnesota,"Lexington, MN",2037
Midwest,Michigan,"Newaygo, MI",2035
South,Mississippi,"Shelby, MS",2035
Midwest,Missouri,"Lathrop, MO",2035
Midwest,Minnesota,"Nisswa, MN",2034
South,Georgia,"Midway, GA",2033
Pacific,Oregon,"Columbia City, OR",2031
Mountain,Utah,"Millville, UT",2030
South,Texas,"Magnolia, TX",2029
South,Texas,"Blanco, TX",2027
Midwest,Kansas,"Caney, KS",2026
South,Texas,"Kemah, TX",2024
Midwest,Iowa,"Wapello, IA",2023
Midwest,Iowa,"Ogden, IA",2022
Midwest,Minnesota,"Springfield, MN",2022
Midwest,Minnesota,"Slayton, MN",2021
South,Kentucky,"Albany, KY",2020
Midwest,Iowa,"Lake Mills, IA",2019
South,Texas,"Hamlin, TX",2018
Midwest,Minnesota,"Aitkin, MN",2016
Midwest,Illinois,"Girard, IL",2015
Midwest,Minnesota,"Eyota, MN",2015
Midwest,North Dakota,"Carrington, ND",2014
Midwest,Missouri,"Steele, MO",2012
South,Kentucky,"Jenkins, KY",2011
Midwest,Missouri,"Elsberry, MO",2011
Midwest,Kansas,"Ellinwood, KS",2009
Midwest,Kansas,"Kechi, KS",2007
Midwest,Illinois,"Minonk, IL",2006
Mountain,Montana,"Three Forks, MT",2006
South,Arkansas,"Eudora, AR",2005
Pacific,California,"Colfax, CA",2005
Midwest,Iowa,"Sigourney, IA",2002
Pacific,Oregon,"Banks, OR",2002
South,Texas,"Leonard, TX",2001
South,Texas,"Little River-Academy, TX",2000
South,Texas,"Troup, TX",2000
Midwest,Missouri,"Kahoka, MO",1999
South,Georgia,"Wrens, GA",1998
South,Kentucky,"Cumberland, KY",1998
South,Texas,"Fritch, TX",1998
South,Alabama,"Creola, AL",1995
Mountain,Utah,"Monticello, UT",1995
Pacific,Washington,"Leavenworth, WA",1995
Midwest,Iowa,"Sumner, IA",1993
Midwest,Missouri,"Seymour, MO",1993
Midwest,Missouri,"Weatherby Lake, MO",1993
Pacific,Washington,"Cle Elum, WA",1993
South,Arkansas,"Judsonia, AR",1992
South,Arkansas,"Augusta, AR",1986
South,Texas,"Beverly Hills, TX",1986
Midwest,Iowa,"Britt, IA",1985
Midwest,Kansas,"Ogden, KS",1985
Midwest,Nebraska,"Syracuse, NE",1985
South,Texas,"Albany, TX",1983
Midwest,Kansas,"Ellis, KS",1982
Pacific,Oregon,"Rainier, OR",1982
Mountain,Utah,"River Heights, UT",1982
Midwest,Minnesota,"Blooming Prairie, MN",1981
South,Texas,"Troy, TX",1979
Midwest,Minnesota,"Hoyt Lakes, MN",1978
Midwest,Illinois,"Farmer City, IL",1977
Midwest,Missouri,"Anderson, MO",1977
Pacific,California,"San Juan Bautista, CA",1976
South,Mississippi,"Belzoni, MS",1975
Midwest,Illinois,"Mount Olive, IL",1974
Midwest,Illinois,"Prophetstown, IL",1974
South,Oklahoma,"Hartshorne, OK",1972
Pacific,Oregon,"Cave Junction, OR",1971
Midwest,Iowa,"Northwood, IA",1970
Midwest,Minnesota,"Coleraine, MN",1970
South,Texas,"Cooper, TX",1968
South,Texas,"Goliad, TX",1968
South,Mississippi,"Rolling Fork, MS",1967
South,Texas,"Jefferson, TX",1967
South,Kentucky,"Carlisle, KY",1963
South,Alabama,"Stevenson, AL",1961
Midwest,Kansas,"Minneapolis, KS",1960
South,Mississippi,"Charleston, MS",1958
South,Alabama,"Cordova, AL",1957
South,Tennessee,"Jamestown, TN",1956
South,Georgia,"Guyton, GA",1955
South,Texas,"Patton Village, TX",1954
Midwest,South Dakota,"Beresford, SD",1953
South,Alabama,"Brundidge, AL",1952
South,Oklahoma,"Waurika, OK",1952
Midwest,Missouri,"Piedmont, MO",1951
Pacific,Oregon,"Millersburg, OR",1951
Mountain,Idaho,"Aberdeen, ID",1950
Pacific,Oregon,"Enterprise, OR",1950
Mountain,Utah,"Huntington, UT",1950
Midwest,Iowa,"Parkersburg, IA",1946
South,Oklahoma,"Krebs, OK",1946
Midwest,Iowa,"Epworth, IA",1945
South,Texas,"Elmendorf, TX",1945
South,Arkansas,"Bull Shoals, AR",1944
South,Texas,"Three Rivers, TX",1943
South,Mississippi,"Nettleton, MS",1942
Midwest,South Dakota,"Springfield, SD",1942
South,Texas,"Gregory, TX",1942
South,Georgia,"Demorest, GA",1940
South,Kentucky,"Lebanon Junction, KY",1939
Midwest,Iowa,"Audubon, IA",1937
South,Alabama,"Linden, AL",1936
Midwest,Iowa,"Alta, IA",1936
Mountain,Montana,"Baker, MT",1935
